company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,listing_source_type,listing_source_url,listing_source_job_count,listing_source_last_verified_at,listing_authority,listing_source_notes,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
savenaturally,SaveNaturally,local,local,greater_phoenix,87,,Gilbert,AZ,Greater Phoenix,AI and Machine Learning,1-10,Local HQ,www.savenaturally.com,https://www.linkedin.com/company/savenaturally/jobs/,https://www.linkedin.com/company/savenaturally/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
acronis-scs,Acronis SCS,local,local,greater_phoenix,88,,Scottsdale,AZ,Greater Phoenix,Cloud and Software Dev Tools,11-50,Local HQ,https://acronisscs.com/,https://acronisscs.com/careers/,https://www.linkedin.com/company/acronis-scs/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
act,ACT!,local,local,greater_phoenix,89,,Scottsdale,AZ,Greater Phoenix,Sales and Marketing,51-200,Local HQ,https://www.act.com/,http://www.act.com/careers/,https://www.linkedin.com/company/swiftpage/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
actualmetrics,ActualMetrics,local,local,greater_phoenix,90,,Scottsdale,AZ,Greater Phoenix,Analytics and BI,1-10,Local HQ,http://www.actualmetrics.com/,https://www.actualmetrics.com/company/jobs/,https://www.linkedin.com/company/actual-metrics/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
alert-gps,Alert GPS,local,local,greater_phoenix,91,,Scottsdale,AZ,Greater Phoenix,Automation,11-50,Local HQ,http://alertgps.com/,https://alertgps.com/careers/,https://www.linkedin.com/company/alertgps/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
allstate-identity-protection,Allstate Identity Protection,local,local,greater_phoenix,92,,Scottsdale,AZ,Greater Phoenix,Fraud Mgt,201-500,Local HQ,http://allstate.com/aip,https://www.allstateidentityprotection.com/business/about-us/join-our-team,https://www.linkedin.com/company/allstate-identity-protection/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
amplafide,Amplafide,local,local,greater_phoenix,93,,Scottsdale,AZ,Greater Phoenix,Sales and MArketing,1-10,Local HQ,https://www.amplafide.com,https://www.amplafide.com/Careers.html,https://www.linkedin.com/company/amplafide/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
annexus,Annexus,local,local,greater_phoenix,94,,Scottsdale,AZ,Greater Phoenix,Accounting and Finance,51-200,Local HQ,https://www.annexus.com/,https://www.annexus.com/careers/,https://www.linkedin.com/company/the-annexus-group/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
arcoro,Arcoro,local,local,greater_phoenix,95,,Scottsdale,AZ,Greater Phoenix,HR and Recruiting,201-500,Local HQ,https://www.arcoro.com/,https://arcoro.com/careers/,https://www.linkedin.com/company/arcorohr/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
arrivia,Arrivia,local,local,greater_phoenix,96,,Scottsdale,AZ,Greater Phoenix,Sales and Marketing,1001-5000,Local HQ,https://www.arrivia.com,https://careers.arrivia.com/,https://www.linkedin.com/company/arrivia/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
artis,Artis,local,local,greater_phoenix,97,,Scottsdale,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://www.artistrade.com,https://www.linkedin.com/company/artis-trade-systems/jobs/,https://www.linkedin.com/company/artis-trade-systems/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
assistek,assisTek,local,local,greater_phoenix,98,,Scottsdale,AZ,Greater Phoenix,Practice Management,51-200,Remote Office,http://www.assistek.com/,https://assistek.com/careers/,https://www.linkedin.com/company/assistek/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
attainia-from-revalize,Attainia from Revalize,local,local,greater_phoenix,99,,Scottsdale,AZ,Greater Phoenix,Business Mgt and ERP,51-200,Local HQ,https://revalizesoftware.com/attainia/,https://revalizesoftware.com/careers/,https://www.linkedin.com/company/attainia/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
avolve-software,Avolve Software,local,local,greater_phoenix,100,,Scottsdale,AZ,Greater Phoenix,Document Management,11-50,Local HQ,http://www.avolvesoftware.com/,https://avolvesoftware.com/about-avolve/careers/,https://www.linkedin.com/company/avolve-software/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
