company_name,company_slug,website,yc_directory_url,all_locations,regions,is_hiring,detected_board_type,trackability,selected_url,evidence
10x,10x,https://www.10xdental.com/,https://www.ycombinator.com/companies/10x,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.10xdental.com/,no_careers_surface_detected
10x Science,10x-science,https://10xscience.com,https://www.ycombinator.com/companies/10x-science,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://10xscience.com/open-positions/,custom_careers_page
14.ai,14-ai,https://14.ai,https://www.ycombinator.com/companies/14-ai,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.14.ai/,no_careers_surface_detected
1stCollab,1stcollab,https://1stcollab.com/,https://www.ycombinator.com/companies/1stcollab,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.1stcollab.com/,no_careers_surface_detected
222,222,https://222.place,https://www.ycombinator.com/companies/222,"New York, NY, USA",United States of America;America / Canada,true,,unknown,https://222.place/,no_careers_surface_detected
a0.dev,a0-dev,https://a0.dev,https://www.ycombinator.com/companies/a0-dev,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://a0.dev/careers,custom_careers_page
Abacum,abacum,https://www.abacum.ai/,https://www.ycombinator.com/companies/abacum,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,ukg_ultipro,structured_board,https://www.abacum.ai/customers,ukg
Abundant,abundant,https://www.abundant.ai/,https://www.ycombinator.com/companies/abundant,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://www.abundant.ai/,jobs.ashbyhq.com
Accord,accord,https://inaccord.com,https://www.ycombinator.com/companies/accord,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://inaccord.com/company/about#careers,jobs.ashbyhq.com
Acely,acely,https://acely.com,https://www.ycombinator.com/companies/acely,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://acely.com/,no_careers_surface_detected
Activeloop,activeloop,https://activeloop.ai/,https://www.ycombinator.com/companies/activeloop,"Mountain View, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ukg_ultipro,structured_board,https://www.activeloop.ai/,ukg
Adam,adam,https://adam.new/,https://www.ycombinator.com/companies/adam,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://adam.new/careers,custom_careers_page
Adaptional,adaptional,https://www.adaptional.com/,https://www.ycombinator.com/companies/adaptional,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.adaptional.com/,no_careers_surface_detected
Aden,aden,https://adenhq.com/,https://www.ycombinator.com/companies/aden,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://adenhq.com/careers,custom_careers_page
adyn,adyn,https://adyn.com,https://www.ycombinator.com/companies/adyn,"Seattle, WA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ukg_ultipro,structured_board,https://adyn.com/,ukg
Afriex,afriex,https://www.afriexapp.com,https://www.ycombinator.com/companies/afriex,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,jazzhr,structured_board,https://www.afriex.com/careers,applytojob.com
Afternoon.co,afternoon-co,https://afternoon.co,https://www.ycombinator.com/companies/afternoon-co,"New York, NY, USA",United States of America;America / Canada,true,,unknown,https://www.afternoon.co/,no_careers_surface_detected
AfterQuery,afterquery,https://afterquery.com,https://www.ycombinator.com/companies/afterquery,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://www.afterquery.com/careers,jobs.ashbyhq.com
Agapé,agape,https://www.getdailyagape.com,https://www.ycombinator.com/companies/agape,"Rochester, NY, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,notion,custom_page,https://www.getdailyagape.com/,notion.site
Agave,agave,https://www.useagave.com,https://www.ycombinator.com/companies/agave,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.useagave.com/careers,custom_careers_page
Agency,agency,https://GetAgency.com,https://www.ycombinator.com/companies/agency,"New York, NY, USA",United States of America;America / Canada,true,rippling,structured_board,https://getagency.com/careers,ats.rippling.com
AgentCollect,agentcollect,https://www.agentcollect.com,https://www.ycombinator.com/companies/agentcollect,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.agentcollect.com/,no_careers_surface_detected
AgentMail,agentmail,https://agentmail.to,https://www.ycombinator.com/companies/agentmail,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.agentmail.to/,no_careers_surface_detected
AgileMD,agilemd,https://agilemd.com,https://www.ycombinator.com/companies/agilemd,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,custom_page,https://app.dover.com/jobs/agilemd,custom_careers_page
AI Insurance,ai-insurance,https://www.aiinsurance.io,https://www.ycombinator.com/companies/ai-insurance,"New York City, NY, USA; San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://aiinsurance.io/,no_careers_surface_detected
AIOS,aios,https://www.boltpharmacy.co.uk/,https://www.ycombinator.com/companies/aios,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://www.boltpharmacy.co.uk/,no_careers_surface_detected
AiPrise,aiprise,https://aiprise.com/,https://www.ycombinator.com/companies/aiprise,"Santa Clara, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://www.aiprise.com/,jobs.ashbyhq.com
AirCaps,aircaps,https://aircaps.com,https://www.ycombinator.com/companies/aircaps,"San Francisco, CA, USA",United States of America;America / Canada,true,workday,structured_board,https://aircaps.com/blog,workday
Airgoods,airgoods,https://airgoods.com/,https://www.ycombinator.com/companies/airgoods,"New York, NY, USA",United States of America;America / Canada,true,,custom_page,https://airgoods.com/open-positions/,custom_careers_page
Airhart Aeronautics,airhart-aeronautics,https://www.airhartaero.com/,https://www.ycombinator.com/companies/airhart-aeronautics,"Los Angeles, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ukg_ultipro,structured_board,https://airhartaero.com/,ukg
AirMyne,airmyne,http://www.airmyne.com,https://www.ycombinator.com/companies/airmyne,"San Francisco, CA, USA; Berkeley, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://airmyne.com/,no_careers_surface_detected
Airweave,airweave,https://airweave.ai,https://www.ycombinator.com/companies/airweave,"San Francisco, CA, USA",United States of America;America / Canada,true,ukg_ultipro,structured_board,https://airweave.ai/,ukg
AIVideo.com,aivideo-com,https://aivideo.com,https://www.ycombinator.com/companies/aivideo-com,"Oakland, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,custom_page,https://www.aivideo.com/sign-in?redirect_url=https%3A%2F%2Fwww.aivideo.com%2Fopen-positions,custom_careers_page
Akute Health,akute-health,https://www.akutehealth.com,https://www.ycombinator.com/companies/akute-health,"Austin, TX, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://www.akutehealth.com/,no_careers_surface_detected
Albedo,albedo,https://albedo.com,https://www.ycombinator.com/companies/albedo,"Denver, CO, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://albedo.com/,no_careers_surface_detected
Aleph,aleph,https://getaleph.com/,https://www.ycombinator.com/companies/aleph,"New York, NY, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ashby,api_native,https://www.getaleph.com/careers,jobs.ashbyhq.com
Alex,alex,https://alexcodes.app,https://www.ycombinator.com/companies/alex,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.alexcodes.app/,no_careers_surface_detected
Alex,alex-com,https://alex.com,https://www.ycombinator.com/companies/alex-com,"San Francisco, CA, USA",United States of America;America / Canada,true,icims,structured_board,https://www.alex.com/,icims
Algolia,algolia,http://www.algolia.com,https://www.ycombinator.com/companies/algolia,"San Francisco, CA, USA; Paris, Île-de-France, France",United States of America;France;America / Canada;Europe;Remote;Partly Remote,true,,custom_page,https://www.algolia.com/careers,custom_careers_page
Alinea,alinea,https://alinea-invest.com/,https://www.ycombinator.com/companies/alinea,"New York, NY, USA",United States of America;America / Canada,true,,unknown,https://www.alinea-invest.com/,no_careers_surface_detected
Allus AI,allus-ai,https://allus.ai,https://www.ycombinator.com/companies/allus-ai,"Atlanta, GA, USA",United States of America;America / Canada,true,,unknown,https://allus.ai/,no_careers_surface_detected
Alpaca,alpaca,https://alpaca.markets/,https://www.ycombinator.com/companies/alpaca,"San Mateo, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://alpaca.markets/,no_careers_surface_detected
Alpha Vantage,alpha-vantage,https://www.alphavantage.co/,https://www.ycombinator.com/companies/alpha-vantage,"Boston, MA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.alphavantage.co/,no_careers_surface_detected
Alphawatch AI,alphawatch-ai,https://alphawatch.ai,https://www.ycombinator.com/companies/alphawatch-ai,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://www.alphawatch.ai/,no_careers_surface_detected
Ambient.ai,ambient-ai,https://ambient.ai,https://www.ycombinator.com/companies/ambient-ai,"San Francisco, CA, USA; San Jose, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://www.ambient.ai/careers,jobs.ashbyhq.com
Ambral,ambral,https://www.ambral.com/,https://www.ycombinator.com/companies/ambral,"New York City, NY, USA",United States of America;America / Canada,true,,unknown,https://www.ambral.com/,no_careers_surface_detected
Amplitude,amplitude,https://amplitude.com,https://www.ycombinator.com/companies/amplitude,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://amplitude.com/,no_careers_surface_detected
Anakin,anakin,https://anakin.io,https://www.ycombinator.com/companies/anakin,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://anakin.io/,no_careers_surface_detected
Anara,anara,https://anara.com,https://www.ycombinator.com/companies/anara,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://anara.com/,jobs.ashbyhq.com
Andromeda Surgical,andromeda-surgical,http://www.andromedasurgical.com,https://www.ycombinator.com/companies/andromeda-surgical,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.andromedasurgical.com/,no_careers_surface_detected
Andson Biotech,andson-biotech,http://www.andsonbiotech.com,https://www.ycombinator.com/companies/andson-biotech,"Atlanta, GA, USA",United States of America;America / Canada,true,,unknown,https://andsonbiotech.com/,no_careers_surface_detected
Andy AI,andy-ai,https://with-andy.com,https://www.ycombinator.com/companies/andy-ai,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.ycombinator.com/companies/andy-ai/jobs,custom_careers_page
Anglera,anglera,https://www.anglera.com/,https://www.ycombinator.com/companies/anglera,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://www.ycombinator.com/companies/anglera/jobs,custom_careers_page
Ankr Health,ankr-health,https://ankr.us,https://www.ycombinator.com/companies/ankr-health,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://ankr.us/,no_careers_surface_detected
ANORIA,anoria,https://www.anoria.com,https://www.ycombinator.com/companies/anoria,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.anoria.com/,no_careers_surface_detected
AnswerThis,answerthis,https://answerthis.io/,https://www.ycombinator.com/companies/answerthis,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ukg_ultipro,structured_board,https://answerthis.io/,ukg
Anthrogen,anthrogen,https://anthrogen.com,https://www.ycombinator.com/companies/anthrogen,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.anthrogen.com/,no_careers_surface_detected
Antigen,antigen,https://antigen.sh/,https://www.ycombinator.com/companies/antigen,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://antigen.sh/,no_careers_surface_detected
Apero Health,apero-health,https://www.aperohealth.com,https://www.ycombinator.com/companies/apero-health,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.ycombinator.com/companies/apero-health/jobs,custom_careers_page
Apolink,apolink,https://apolink.space,https://www.ycombinator.com/companies/apolink,"Palo Alto, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://apolink.space/careers,jobs.ashbyhq.com
Apollo,apollo,http://apollographql.com/,https://www.ycombinator.com/companies/apollo,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ashby,api_native,https://www.apollographql.com/careers,jobs.ashbyhq.com
Apollo.io,apollo-io,https://www.apollo.io/,https://www.ycombinator.com/companies/apollo-io,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,custom_page,https://www.apollo.io/careers,custom_careers_page
Apprentice Health,apprentice-health,https://www.apprenticehealth.com,https://www.ycombinator.com/companies/apprentice-health,"Boston, MA, USA",United States of America;America / Canada,true,workday,structured_board,https://www.apprenticehealth.com/,workday
AptDeco,aptdeco,https://www.aptdeco.com/,https://www.ycombinator.com/companies/aptdeco,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.aptdeco.com/careers,custom_careers_page
Apten,apten,https://www.apten.ai/,https://www.ycombinator.com/companies/apten,"San Francisco, CA, USA",United States of America;America / Canada,true,workday,structured_board,https://www.apten.ai/blog,workday
Aqua,aqua,https://www.investwithaqua.com,https://www.ycombinator.com/companies/aqua,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.investwithaqua.com/,no_careers_surface_detected
Aravolta,aravolta,https://www.aravolta.com/,https://www.ycombinator.com/companies/aravolta,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.aravolta.com/,no_careers_surface_detected
ARC Prize Foundation,arc-prize-foundation,https://arcprize.org/,https://www.ycombinator.com/companies/arc-prize-foundation,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,custom_page,https://arcprize.org/jobs,custom_careers_page
ArchForm,archform,http://archform.com,https://www.ycombinator.com/companies/archform,"Sunnyvale, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.archform.com/,no_careers_surface_detected
Archon,archon,https://archon.inc,https://www.ycombinator.com/companies/archon,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://archon.inc/,no_careers_surface_detected
Arini,arini,https://www.arini.ai,https://www.ycombinator.com/companies/arini,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://www.arini.ai/careers,jobs.ashbyhq.com
Arist,arist,https://www.arist.co,https://www.ycombinator.com/companies/arist,"New York, NY, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://arist.com/,no_careers_surface_detected
Arketa,arketa,https://arketa.com,https://www.ycombinator.com/companies/arketa,"New York, NY, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ashby,api_native,https://www.arketa.com/careers,jobs.ashbyhq.com
Arlo Industries,arlo-industries,https://arlo1.com/,https://www.ycombinator.com/companies/arlo-industries,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://arlo1.com/careers,custom_careers_page
arnata,arnata,https://arnata.com,https://www.ycombinator.com/companies/arnata,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://www.ycombinator.com/companies/arnata/jobs,custom_careers_page
Arpari,arpari,https://www.arpari.com,https://www.ycombinator.com/companies/arpari,"New York, NY, USA",United States of America;America / Canada,true,,custom_page,https://www.ycombinator.com/companies/arpari/jobs,custom_careers_page
Artie,artie,https://www.artie.com/,https://www.ycombinator.com/companies/artie,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://www.artie.com/careers,jobs.ashbyhq.com
Artifact,artifact-2,https://www.artifact.engineer/,https://www.ycombinator.com/companies/artifact-2,"New York City, NY, USA",United States of America;America / Canada,true,,custom_page,https://www.artifact.engineer/careers,custom_careers_page
Artisan,artisan,https://artisan.co/?utm_source=ycombinator,https://www.ycombinator.com/companies/artisan,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.artisan.co/careers,custom_careers_page
Artos,artos,https://www.artosai.com/,https://www.ycombinator.com/companies/artos,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.artosai.com/,no_careers_surface_detected
Asendia AI,asendia-ai,https://asendia.ai/,https://www.ycombinator.com/companies/asendia-ai,"San Francisco, CA, USA",United States of America;America / Canada,true,icims,structured_board,https://asendia.ai/customer-stories,icims
Aseon Labs,aseon-labs,https://www.aseonlabs.com/,https://www.ycombinator.com/companies/aseon-labs,"Redwood City, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.aseonlabs.com/,no_careers_surface_detected
Asha Health,asha-health,https://asha.health,https://www.ycombinator.com/companies/asha-health,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.asha.health/,no_careers_surface_detected
Ashby,ashby,https://www.ashbyhq.com,https://www.ycombinator.com/companies/ashby,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ashby,api_native,https://www.ashbyhq.com/,ashbyhq.com
aSim,asim,https://asim.sh/,https://www.ycombinator.com/companies/asim,"Seattle, WA, USA",United States of America;America / Canada,true,,unknown,https://asim.sh/,no_careers_surface_detected
Asimov,asimov,https://tryasimov.ai/,https://www.ycombinator.com/companies/asimov,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://tryasimov.ai/,no_careers_surface_detected
Assembly,assembly-com,https://www.assembly.com,https://www.ycombinator.com/companies/assembly-com,"New York, NY, USA",United States of America;America / Canada,true,,custom_page,https://assembly.com/jobs,custom_careers_page
Assembly HOA,assembly-hoa,https://assemblyhoa.com,https://www.ycombinator.com/companies/assembly-hoa,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://assemblyhoa.com/,no_careers_surface_detected
AssemblyAI,assemblyai,https://www.assemblyai.com,https://www.ycombinator.com/companies/assemblyai,"New York City, NY, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,greenhouse,api_native,https://www.assemblyai.com/careers,greenhouse.io
Asteroid,asteroid,https://asteroid.ai,https://www.ycombinator.com/companies/asteroid,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://asteroid.ai/careers/,custom_careers_page
Astranis,astranis,http://www.astranis.com,https://www.ycombinator.com/companies/astranis,"San Francisco, CA, USA",United States of America;America / Canada,true,greenhouse,api_native,https://www.astranis.com/careers,greenhouse.io
Astro Mechanica,astro-mechanica,https://astromecha.co/,https://www.ycombinator.com/companies/astro-mechanica,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://www.astromecha.co/careers,jobs.ashbyhq.com
AstroForge,astroforge,https://www.astroforge.io/,https://www.ycombinator.com/companies/astroforge,"Los Angeles, CA, USA; Huntington Beach, CA, USA",United States of America;America / Canada,true,,custom_page,https://www.astroforge.com/careers,custom_careers_page
Athelas,athelas,http://athelas.com,https://www.ycombinator.com/companies/athelas,"Mountain View, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://www.athelas.com/careers,jobs.ashbyhq.com
AthenaHQ,athenahq,https://www.athenahq.ai,https://www.ycombinator.com/companies/athenahq,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://athenahq.ai/careers,jobs.ashbyhq.com
Atlas,atlas-3,https://atlascard.com,https://www.ycombinator.com/companies/atlas-3,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://atlascard.com/,jobs.ashbyhq.com
AtlasGrid,atlasgrid,https://atlasgrid.ai,https://www.ycombinator.com/companies/atlasgrid,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,unknown,https://www.atlasgrid.ai/,no_careers_surface_detected
Atlog,atlog,https://atlog.ai,https://www.ycombinator.com/companies/atlog,"New York, NY, USA",United States of America;America / Canada,true,,unknown,https://www.atlog.ai/,no_careers_surface_detected
AtoB,atob,https://atob.com/,https://www.ycombinator.com/companies/atob,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://www.atob.com/careers,jobs.ashbyhq.com
Atomic,atomic,https://www.atomicvest.com/,https://www.ycombinator.com/companies/atomic,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ashby,api_native,https://www.atomicvest.com/careers,jobs.ashbyhq.com
Atomic Industries,atomic-industries,http://atomic.industries,https://www.ycombinator.com/companies/atomic-industries,"Detroit, MI, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://atomic.industries/open-positions/,custom_careers_page
Attack Capital,attack-capital,https://attack.capital/,https://www.ycombinator.com/companies/attack-capital,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://attack.capital/,no_careers_surface_detected
Attain,attain,https://joinattain.com/,https://www.ycombinator.com/companies/attain,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://joinattain.com/,no_careers_surface_detected
Attune,attune,https://attunehq.com,https://www.ycombinator.com/companies/attune,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.attunehq.com/,no_careers_surface_detected
Auctor,auctor,https://getauctor.com,https://www.ycombinator.com/companies/auctor,"New York, NY, USA",United States of America;America / Canada,true,workday,structured_board,https://www.getauctor.com/,workday
Aurelian,aurelian,https://www.aurelian.com/,https://www.ycombinator.com/companies/aurelian,"Seattle, WA, USA",United States of America;America / Canada,true,workday,structured_board,https://www.aurelian.com/about,workday
Auricle,auricle,https://auricle.com,https://www.ycombinator.com/companies/auricle,"Mountain View, CA, USA; Oakland, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://auricle.com/,no_careers_surface_detected
Aurorin CAD,aurorin-cad,https://aurorincad.com,https://www.ycombinator.com/companies/aurorin-cad,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.aurorincad.com/,no_careers_surface_detected
authzed,authzed,https://authzed.com,https://www.ycombinator.com/companies/authzed,"New York, NY, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,workday,structured_board,https://authzed.com/,workday
Automat,automat,https://www.runautomat.com/,https://www.ycombinator.com/companies/automat,"San Francisco, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://runautomat.com/careers,ashbyhq.com
Autonomous Technologies Group,autonomous-technologies-group,https://becomeautonomous.com/,https://www.ycombinator.com/companies/autonomous-technologies-group,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://becomeautonomous.com/,no_careers_surface_detected
Autosana,autosana,https://autosana.ai,https://www.ycombinator.com/companies/autosana,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://autosana.ai/login?next=%2Fopen-positions%2F,custom_careers_page
Avallon AI,avallon-ai,https://www.avallon.ai/,https://www.ycombinator.com/companies/avallon-ai,"New York City, NY, USA",United States of America;America / Canada,true,,unknown,https://www.avallon.ai/,no_careers_surface_detected
Avent,avent,https://www.aventindustrial.com,https://www.ycombinator.com/companies/avent,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.aventindustrial.com/careers,custom_careers_page
AveryIQ,averyiq,https://averyiq.com,https://www.ycombinator.com/companies/averyiq,"Austin, TX, USA",United States of America;America / Canada,true,,custom_page,https://averyiq.com/careers,custom_careers_page
AviaryAI,aviaryai,http://www.helloaviary.ai,https://www.ycombinator.com/companies/aviaryai,"Chicago, IL, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://www.helloaviary.ai/,no_careers_surface_detected
Aviator,aviator,https://aviator.co,https://www.ycombinator.com/companies/aviator,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://aviator.co,homepage_fetch_failed:HTTPError
Avion,avion,http://www.avion.health,https://www.ycombinator.com/companies/avion,"San Francisco, CA, USA",United States of America;America / Canada,true,,unknown,https://www.avion.health/,no_careers_surface_detected
Avoca,avoca,https://www.avoca.ai/,https://www.ycombinator.com/companies/avoca,"New York City, NY, USA",United States of America;America / Canada,true,,custom_page,https://www.avoca.ai/careers#open-roles,custom_careers_page
Avora,avora,https://www.getavora.ai,https://www.ycombinator.com/companies/avora,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://careers.getavora.ai/,custom_careers_page
Axel Travel,axel-travel,https://helloaxel.com/,https://www.ycombinator.com/companies/axel-travel,"Bellevue, WA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://helloaxel.com/en/careers,jobs.ashbyhq.com
Axle,axle,https://axle.insure,https://www.ycombinator.com/companies/axle,"New York, NY, USA",United States of America;America / Canada,true,,custom_page,https://www.ycombinator.com/companies/axle/jobs,custom_careers_page
Axle Health,axle-health,https://www.axlehealth.com,https://www.ycombinator.com/companies/axle-health,"Los Angeles, CA, USA",United States of America;America / Canada,true,ashby,api_native,https://www.axlehealth.com/careers,jobs.ashbyhq.com
Azalea Robotics Corporation,azalea-robotics-corporation,https://azalearobotics.com/,https://www.ycombinator.com/companies/azalea-robotics-corporation,"Berkeley, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://app.dover.com/jobs/azalearobotics,custom_careers_page
Bankjoy,bankjoy,http://bankjoy.com,https://www.ycombinator.com/companies/bankjoy,"Troy, MI, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,ashby,api_native,https://bankjoy.com/jobs,ashbyhq.com
Banner,banner,https://withbanner.com,https://www.ycombinator.com/companies/banner,"New York, NY, USA; San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,,custom_page,https://withbanner.com/open-positions/,custom_careers_page
Baud Labs,baud-labs,https://baudlabs.ai,https://www.ycombinator.com/companies/baud-labs,"New York, NY, USA",United States of America;America / Canada,true,,custom_page,https://www.ycombinator.com/companies/baud-labs/jobs/UrgvXJR-founding-asic-architect-rtl-fpga-lead,custom_careers_page
Bayesline,bayesline,https://bayesline.com,https://www.ycombinator.com/companies/bayesline,"New York, NY, USA",United States of America;America / Canada,true,,custom_page,https://bayesline.com/open-positions/,custom_careers_page
Beacons,beacons,https://beacons.ai/,https://www.ycombinator.com/companies/beacons,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://beacons.ai/,homepage_fetch_failed:HTTPError
Beam,beam,https://beam.cloud,https://www.ycombinator.com/companies/beam,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,,custom_page,https://www.ycombinator.com/companies/beam/jobs,custom_careers_page
BeGo,be-go,http://www.bego.ai,https://www.ycombinator.com/companies/be-go,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,ukg_ultipro,structured_board,https://bego.ai/,ukg
Benepass,benepass,http://www.getbenepass.com,https://www.ycombinator.com/companies/benepass,"New York, NY, USA",United States of America;America / Canada;Remote;Partly Remote,true,ashby,api_native,https://getbenepass.com/,jobs.ashbyhq.com
Berry,berry,https://berryai.com/,https://www.ycombinator.com/companies/berry,"San Francisco, CA, USA; Remote",United States of America;America / Canada;Remote;Fully Remote,true,notion,custom_page,https://berryai.com/,notion.site
Besimple AI,besimple-ai,https://besimple.ai,https://www.ycombinator.com/companies/besimple-ai,"San Francisco, CA, USA",United States of America;America / Canada,true,,custom_page,https://besimple.ai/open-positions/,custom_careers_page
BetterBasket,betterbasket,http://www.betterbasket.com,https://www.ycombinator.com/companies/betterbasket,"San Francisco, CA, USA",United States of America;America / Canada;Remote;Partly Remote,true,,unknown,https://betterbasket.com/,no_careers_surface_detected
